Date,Param,Values
126,4/20/2022,Temperature,30.65
127,4/21/2022,Temperature,29.29
128,4/22/2022,Temperature,30.55
129,4/23/2022,Temperature,31.65
130,4/24/2022,Temperature,30.21
131,4/25/2022,Temperature,30.26
132,4/26/2022,Temperature,31.5
133,4/27/2022,Temperature,30.29
134,4/28/2022,Temperature,29.6
135,4/29/2022,Temperature,31.25
136,4/30/2022,Temperature,31.7
137,5/1/2022,Temperature,32.15
138,5/2/2022,Temperature,32.04
139,5/3/2022,Temperature,33.06
140,5/4/2022,Temperature,32.02
141,5/5/2022,Temperature,31.93
142,5/6/2022,Temperature,32.15
143,5/7/2022,Temperature,32.47
144,5/8/2022,Temperature,31.8
145,5/9/2022,Temperature,32.22
146,5/10/2022,Temperature,32.93
147,5/11/2022,Temperature,32.56
148,5/12/2022,Temperature,31.79
149,5/13/2022,Temperature,32.34
150,5/14/2022,Temperature,32.56
151,5/15/2022,Temperature,33.1
152,5/16/2022,Temperature,33.09
153,5/17/2022,Temperature,32.77
154,5/18/2022,Temperature,32.69
155,5/19/2022,Temperature,32.61
156,5/20/2022,Temperature,32.65
157,5/21/2022,Temperature,32.69
158,5/22/2022,Temperature,32.62
159,5/23/2022,Temperature,32.9
160,5/24/2022,Temperature,32.81
161,5/25/2022,Temperature,33.06
162,5/26/2022,Temperature,33.05
163,5/27/2022,Temperature,32.85
164,5/28/2022,Temperature,32.99
165,5/29/2022,Temperature,33.1
166,5/30/2022,Temperature,32.6
167,5/31/2022,Temperature,31.11
168,6/1/2022,Temperature,30.7
169,6/2/2022,Temperature,32.41
170,6/3/2022,Temperature,30.5
171,6/4/2022,Temperature,32.55
172,6/5/2022,Temperature,31.93
173,6/6/2022,Temperature,30.9
174,6/7/2022,Temperature,31.38
175,6/8/2022,Temperature,30.8
176,6/9/2022,Temperature,32.37
177,6/10/2022,Temperature,32.04
178,6/11/2022,Temperature,30.53
179,6/12/2022,Temperature,32.02
180,6/13/2022,Temperature,31.38
181,6/14/2022,Temperature,32.54
182,6/15/2022,Temperature,30.4
183,6/16/2022,Temperature,29.53
184,6/17/2022,Temperature,28.92
185,6/18/2022,Temperature,28.92
186,6/19/2022,Temperature,29.79
187,6/20/2022,Temperature,29.55
188,6/21/2022,Temperature,29.75
189,6/22/2022,Temperature,29.68
190,6/23/2022,Temperature,30.12
191,6/24/2022,Temperature,30.12
192,6/25/2022,Temperature,29.6
193,6/26/2022,Temperature,29.95
194,6/27/2022,Temperature,29.64
195,6/28/2022,Temperature,30.31
196,6/29/2022,Temperature,29.36
197,6/30/2022,Temperature,28.7
198,7/1/2022,Temperature,28.39
199,7/2/2022,Temperature,28.42
200,7/3/2022,Temperature,28.63
201,7/4/2022,Temperature,28.7
202,7/5/2022,Temperature,28.39
203,7/6/2022,Temperature,28.53
204,7/7/2022,Temperature,28.5
205,7/8/2022,Temperature,28.35
206,7/9/2022,Temperature,28.69
207,7/10/2022,Temperature,28.31
208,7/11/2022,Temperature,28.56
209,7/12/2022,Temperature,28.62
210,7/13/2022,Temperature,28.34
211,7/14/2022,Temperature,28.7
212,7/15/2022,Temperature,28.3
213,7/16/2022,Temperature,27.94
214,7/17/2022,Temperature,27.94
215,7/18/2022,Temperature,27.73
216,7/19/2022,Temperature,27.63
217,7/20/2022,Temperature,27.77
218,7/21/2022,Temperature,27.56
219,7/22/2022,Temperature,28.03
220,7/23/2022,Temperature,27.89
221,7/24/2022,Temperature,27.84
222,7/25/2022,Temperature,28.02
223,7/26/2022,Temperature,27.55
224,7/27/2022,Temperature,27.75
225,7/28/2022,Temperature,27.86
226,7/29/2022,Temperature,27.68
227,7/30/2022,Temperature,27.5
228,7/31/2022,Temperature,27.31
229,8/1/2022,Temperature,27.31
230,8/2/2022,Temperature,27.29
231,8/3/2022,Temperature,27.17
232,8/4/2022,Temperature,27.08
233,8/5/2022,Temperature,27.39
234,8/6/2022,Temperature,27.11
235,8/7/2022,Temperature,27.34
236,8/8/2022,Temperature,26.82
237,8/9/2022,Temperature,27.09
238,8/10/2022,Temperature,26.86
239,8/11/2022,Temperature,27.03
240,8/12/2022,Temperature,27.29
241,8/13/2022,Temperature,27.31
242,8/14/2022,Temperature,26.99
243,8/15/2022,Temperature,26.8
244,8/16/2022,Temperature,27.31
245,8/17/2022,Temperature,27.31
246,8/18/2022,Temperature,27.29
247,8/19/2022,Temperature,27.17
248,8/20/2022,Temperature,27.08
249,8/21/2022,Temperature,27.39
250,8/22/2022,Temperature,27.11
251,8/23/2022,Temperature,27.34
252,8/24/2022,Temperature,26.82
253,8/25/2022,Temperature,27.09
254,8/26/2022,Temperature,26.86
255,8/27/2022,Temperature,27.03
256,8/28/2022,Temperature,27.29
257,8/29/2022,Temperature,27.31
258,8/30/2022,Temperature,26.3
259,8/31/2022,Temperature,25.69
260,9/1/2022,Temperature,25.17
261,9/2/2022,Temperature,25.95
262,9/3/2022,Temperature,25.1
263,9/4/2022,Temperature,26.12
264,9/5/2022,Temperature,25.41
265,9/6/2022,Temperature,25.46
266,9/7/2022,Temperature,25.09
267,9/8/2022,Temperature,26.11
268,9/9/2022,Temperature,25.04
269,9/10/2022,Temperature,25.93
270,9/11/2022,Temperature,26.09
271,9/12/2022,Temperature,26.23
272,9/13/2022,Temperature,24.93
273,9/14/2022,Temperature,25.75
274,9/15/2022,Temperature,24.9
275,9/16/2022,Temperature,24.28
276,9/17/2022,Temperature,24.44
277,9/18/2022,Temperature,24.47
278,9/19/2022,Temperature,24.21
279,9/20/2022,Temperature,24.21
280,9/21/2022,Temperature,24.85
281,9/22/2022,Temperature,24.55
282,9/23/2022,Temperature,24.57
283,9/24/2022,Temperature,24.71
284,9/25/2022,Temperature,24.43
285,9/26/2022,Temperature,24.61
286,9/27/2022,Temperature,24.51
287,9/28/2022,Temperature,24.78
288,9/29/2022,Temperature,24.42
289,9/30/2022,Temperature,24.2
290,10/1/2022,Temperature,23.77
291,10/2/2022,Temperature,24.18
292,10/3/2022,Temperature,23.97
293,10/4/2022,Temperature,23.75
294,10/5/2022,Temperature,23.74
295,10/6/2022,Temperature,23.93
296,10/7/2022,Temperature,24.16
297,10/8/2022,Temperature,24.12
298,10/9/2022,Temperature,24.13
299,10/10/2022,Temperature,23.87
300,10/11/2022,Temperature,23.85
301,10/12/2022,Temperature,23.78
302,10/13/2022,Temperature,24.07
303,10/14/2022,Temperature,23.77
304,10/15/2022,Temperature,23.7
305,10/16/2022,Temperature,23.15
306,10/17/2022,Temperature,23.34
307,10/18/2022,Temperature,23.15
308,10/19/2022,Temperature,23.2
309,10/20/2022,Temperature,23.15
310,10/21/2022,Temperature,23.23
311,10/22/2022,Temperature,23.7
312,10/23/2022,Temperature,23.11
313,10/24/2022,Temperature,23.61
314,10/25/2022,Temperature,23.51
315,10/26/2022,Temperature,23.62
316,10/27/2022,Temperature,23.14
317,10/28/2022,Temperature,23.29
318,10/29/2022,Temperature,23.67
319,10/30/2022,Temperature,23.1
320,10/31/2022,Temperature,23.01
321,11/1/2022,Temperature,22.77
322,11/2/2022,Temperature,22.95
323,11/3/2022,Temperature,23.02
324,11/4/2022,Temperature,23.01
325,11/5/2022,Temperature,22.7
326,11/6/2022,Temperature,22.98
327,11/7/2022,Temperature,22.84
328,11/8/2022,Temperature,22.73
329,11/9/2022,Temperature,22.69
330,11/10/2022,Temperature,22.64
331,11/11/2022,Temperature,23.01
332,11/12/2022,Temperature,23.01
333,11/13/2022,Temperature,22.8
334,11/14/2022,Temperature,23.1
335,11/15/2022,Temperature,22.6
336,11/16/2022,Temperature,22.11
337,11/17/2022,Temperature,22.56
338,11/18/2022,Temperature,22.02
339,11/19/2022,Temperature,22.28
340,11/20/2022,Temperature,22.43
341,11/21/2022,Temperature,22.45
342,11/22/2022,Temperature,22.07
343,11/23/2022,Temperature,22.23
344,11/24/2022,Temperature,22.45
345,11/25/2022,Temperature,22.27
346,11/26/2022,Temperature,22.45
347,11/27/2022,Temperature,22.14
348,11/28/2022,Temperature,22.54
349,11/29/2022,Temperature,22.57
350,11/30/2022,Temperature,22.0
351,12/1/2022,Temperature,21.8
352,12/2/2022,Temperature,21.92
353,12/3/2022,Temperature,21.86
354,12/4/2022,Temperature,21.93
355,12/5/2022,Temperature,21.98
356,12/6/2022,Temperature,21.85
357,12/7/2022,Temperature,21.91
358,12/8/2022,Temperature,21.99
359,12/9/2022,Temperature,21.63
360,12/10/2022,Temperature,21.7
361,12/11/2022,Temperature,21.86
362,12/12/2022,Temperature,21.67
363,12/13/2022,Temperature,21.66
364,12/14/2022,Temperature,21.75
365,12/15/2021,pH,7.73
366,12/16/2021,pH,7.82
367,12/17/2021,pH,7.73
368,12/18/2021,pH,7.82
369,12/19/2021,pH,7.76
370,12/20/2021,pH,7.8
371,12/21/2021,pH,7.78
372,12/22/2021,pH,7.79
373,12/23/2021,pH,7.74
374,12/24/2021,pH,7.75
375,12/25/2021,pH,7.75
376,12/26/2021,pH,7.76
377,12/27/2021,pH,7.75
378,12/28/2021,pH,7.77
379,12/29/2021,pH,7.76
380,12/30/2021,pH,7.82
381,12/31/2021,pH,7.84
382,1/1/2022,pH,7.9
383,1/2/2022,pH,7.85
384,1/3/2022,pH,7.86
385,1/4/2022,pH,7.92
386,1/5/2022,pH,7.88
387,1/6/2022,pH,7.94
388,1/7/2022,pH,7.9
389,1/8/2022,pH,7.83
390,1/9/2022,pH,7.94
391,1/10/2022,pH,7.89
392,1/11/2022,pH,7.85
393,1/12/2022,pH,7.93
394,1/13/2022,pH,7.85
395,1/14/2022,pH,7.83
396,1/15/2022,pH,7.95
397,1/16/2022,pH,8.11
398,1/17/2022,pH,8.11
399,1/18/2022,pH,8.13
400,1/19/2022,pH,7.97
401,1/20/2022,pH,8.12
402,1/21/2022,pH,7.98
403,1/22/2022,pH,8.03
404,1/23/2022,pH,8.14
405,1/24/2022,pH,7.98
406,1/25/2022,pH,8.11
407,1/26/2022,pH,8.1
408,1/27/2022,pH,7.96
409,1/28/2022,pH,8.04
410,1/29/2022,pH,8.0
411,1/30/2022,pH,8.17
412,1/31/2022,pH,8.2
413,2/1/2022,pH,8.2
414,2/2/2022,pH,8.19
415,2/3/2022,pH,8.19
416,2/4/2022,pH,8.21
417,2/5/2022,pH,8.18
418,2/6/2022,pH,8.18
419,2/7/2022,pH,8.2
420,2/8/2022,pH,8.25
421,2/9/2022,pH,8.24
422,2/10/2022,pH,8.2
423,2/11/2022,pH,8.2
424,2/12/2022,pH,8.26
425,2/13/2022,pH,8.19
426,2/14/2022,pH,8.2
427,2/15/2022,pH,8.26
428,2/16/2022,pH,8.46
429,2/17/2022,pH,8.46
430,2/18/2022,pH,8.3
431,2/19/2022,pH,8.29
432,2/20/2022,pH,8.46
433,2/21/2022,pH,8.34
434,2/22/2022,pH,8.47
435,2/23/2022,pH,8.28
436,2/24/2022,pH,8.35
437,2/25/2022,pH,8.35
438,2/26/2022,pH,8.47
439,2/27/2022,pH,8.42
440,2/28/2022,pH,8.49
441,3/1/2022,pH,8.13
442,3/2/2022,pH,8.48
443,3/3/2022,pH,8.37
444,3/4/2022,pH,8.42
445,3/5/2022,pH,8.06
446,3/6/2022,pH,8.14
447,3/7/2022,pH,8.27
448,3/8/2022,pH,8.31
449,3/9/2022,pH,8.43
450,3/10/2022,pH,8.22
451,3/11/2022,pH,8.13
452,3/12/2022,pH,8.03
453,3/13/2022,pH,8.19
454,3/14/2022,pH,8.4
455,3/15/2022,pH,8.02
456,3/16/2022,pH,7.95
457,3/17/2022,pH,7.38
458,3/18/2022,pH,7.37
459,3/19/2022,pH,7.89
460,3/20/2022,pH,7.85
461,3/21/2022,pH,7.39
462,3/22/2022,pH,7.77
463,3/23/2022,pH,7.67
464,3/24/2022,pH,7.99
465,3/25/2022,pH,7.65
466,3/26/2022,pH,7.95
467,3/27/2022,pH,7.7
468,3/28/2022,pH,7.64
469,3/29/2022,pH,7.96
470,3/30/2022,pH,7.32
471,3/31/2022,pH,7.01
472,4/1/2022,pH,7.24
473,4/2/2022,pH,7.21
474,4/3/2022,pH,7.03
475,4/4/2022,pH,7.04
476,4/5/2022,pH,7.2
477,4/6/2022,pH,7.13
478,4/7/2022,pH,6.86
479,4/8/2022,pH,7.2
480,4/9/2022,pH,7.13
481,4/10/2022,pH,7.05
482,4/11/2022,pH,6.89
483,4/12/2022,pH,7.03
484,4/13/2022,pH,6.93
485,4/14/2022,pH,6.9
486,4/15/2022,pH,6.83
487,4/16/2022,pH,6.6
488,4/17/2022,pH,6.25
489,4/18/2022,pH,6.32
490,4/19/2022,pH,6.52
491,4/20/2022,pH,6.27
492,4/21/2022,pH,6.7
493,4/22/2022,pH,6.27
494,4/23/2022,pH,6.26
495,4/24/2022,pH,6.36
496,4/25/2022,pH,6.46
497,4/26/2022,pH,6.57
498,4/27/2022,pH,6.77
499,4/28/2022,pH,6.66
500,4/29/2022,pH,6.4
501,4/30/2022,pH,6.22
502,5/1/2022,pH,6.26
503,5/2/2022,pH,6.26
504,5/3/2022,pH,6.28
505,5/4/2022,pH,6.27
506,5/5/2022,pH,6.28
507,5/6/2022,pH,6.24
508,5/7/2022,pH,6.26
509,5/8/2022,pH,6.28
510,5/9/2022,pH,6.29
511,5/10/2022,pH,6.29
512,5/11/2022,pH,6.29
513,5/12/2022,pH,6.28
514,5/13/2022,pH,6.26
515,5/14/2022,pH,6.24
516,5/15/2022,pH,6.3
517,5/16/2022,pH,6.34
518,5/17/2022,pH,6.38
519,5/18/2022,pH,6.38
520,5/19/2022,pH,6.33
521,5/20/2022,pH,6.36
522,5/21/2022,pH,6.38
523,5/22/2022,pH,6.3
524,5/23/2022,pH,6.3
525,5/24/2022,pH,6.32
526,5/25/2022,pH,6.4
527,5/26/2022,pH,6.31
528,5/27/2022,pH,6.33
529,5/28/2022,pH,6.36
530,5/29/2022,pH,6.32
531,5/30/2022,pH,6.41
532,5/31/2022,pH,6.48
533,6/1/2022,pH,6.42
534,6/2/2022,pH,6.44
535,6/3/2022,pH,6.44
536,6/4/2022,pH,6.51
537,6/5/2022,pH,6.52
538,6/6/2022,pH,6.42
539,6/7/2022,pH,6.41
540,6/8/2022,pH,6.48
541,6/9/2022,pH,6.42
542,6/10/2022,pH,6.46
543,6/11/2022,pH,6.45
544,6/12/2022,pH,6.55
545,6/13/2022,pH,6.52
546,6/14/2022,pH,6.46
547,6/15/2022,pH,6.56
548,6/16/2022,pH,6.6
549,6/17/2022,pH,6.83
550,6/18/2022,pH,6.65
551,6/19/2022,pH,6.97
552,6/20/2022,pH,6.76
553,6/21/2022,pH,6.66
554,6/22/2022,pH,6.95
555,6/23/2022,pH,6.97
556,6/24/2022,pH,6.98
557,6/25/2022,pH,6.72
558,6/26/2022,pH,6.59
559,6/27/2022,pH,6.91
560,6/28/2022,pH,6.88
561,6/29/2022,pH,6.85
562,6/30/2022,pH,6.98
563,7/1/2022,pH,7.05
564,7/2/2022,pH,7.03
565,7/3/2022,pH,7.08
566,7/4/2022,pH,6.99
567,7/5/2022,pH,7.06
568,7/6/2022,pH,7.06
569,7/7/2022,pH,7.01
570,7/8/2022,pH,6.99
571,7/9/2022,pH,7.08
572,7/10/2022,pH,7.06
573,7/11/2022,pH,7.11
574,7/12/2022,pH,7.01
575,7/13/2022,pH,7.06
576,7/14/2022,pH,7.05
577,7/15/2022,pH,7.11
578,7/16/2022,pH,7.21
579,7/17/2022,pH,7.23
580,7/18/2022,pH,7.17
581,7/19/2022,pH,7.17
582,7/20/2022,pH,7.2
583,7/21/2022,pH,7.18
584,7/22/2022,pH,7.16
585,7/23/2022,pH,7.22
586,7/24/2022,pH,7.16
587,7/25/2022,pH,7.13
588,7/26/2022,pH,7.17
589,7/27/2022,pH,7.17
590,7/28/2022,pH,7.22
591,7/29/2022,pH,7.18
592,7/30/2022,pH,7.23
593,7/31/2022,pH,7.2
594,8/1/2022,pH,7.19
595,8/2/2022,pH,7.18
596,8/3/2022,pH,7.16
597,8/4/2022,pH,7.19
598,8/5/2022,pH,7.22
599,8/6/2022,pH,7.17
600,8/7/2022,pH,7.21
601,8/8/2022,pH,7.2
602,8/9/2022,pH,7.17
603,8/10/2022,pH,7.21
604,8/11/2022,pH,7.17
605,8/12/2022,pH,7.2
606,8/13/2022,pH,7.16
607,8/14/2022,pH,7.2
608,8/15/2022,pH,7.15
609,8/16/2022,pH,7.2
610,8/17/2022,pH,7.19
611,8/18/2022,pH,7.18
612,8/19/2022,pH,7.16
613,8/20/2022,pH,7.19
614,8/21/2022,pH,7.22
615,8/22/2022,pH,7.17
616,8/23/2022,pH,7.21
617,8/24/2022,pH,7.2
618,8/25/2022,pH,7.17
619,8/26/2022,pH,7.21
620,8/27/2022,pH,7.17
621,8/28/2022,pH,7.2
622,8/29/2022,pH,7.16
623,8/30/2022,pH,7.12
624,8/31/2022,pH,7.23
625,9/1/2022,pH,7.16
626,9/2/2022,pH,7.16
627,9/3/2022,pH,7.18
628,9/4/2022,pH,7.15
629,9/5/2022,pH,7.16
630,9/6/2022,pH,7.28
631,9/7/2022,pH,7.21
632,9/8/2022,pH,7.16
633,9/9/2022,pH,7.23
634,9/10/2022,pH,7.25
635,9/11/2022,pH,7.18
636,9/12/2022,pH,7.24
637,9/13/2022,pH,7.13
638,9/14/2022,pH,7.29
639,9/15/2022,pH,7.29
640,9/16/2022,pH,7.43
641,9/17/2022,pH,7.37
642,9/18/2022,pH,7.3
643,9/19/2022,pH,7.36
644,9/20/2022,pH,7.37
645,9/21/2022,pH,7.36
646,9/22/2022,pH,7.31
647,9/23/2022,pH,7.42
648,9/24/2022,pH,7.42
649,9/25/2022,pH,7.42
650,9/26/2022,pH,7.4
651,9/27/2022,pH,7.4
652,9/28/2022,pH,7.33
653,9/29/2022,pH,7.32
654,9/30/2022,pH,7.45
655,10/1/2022,pH,7.45
656,10/2/2022,pH,7.48
657,10/3/2022,pH,7.5
658,10/4/2022,pH,7.48
659,10/5/2022,pH,7.47
660,10/6/2022,pH,7.47
661,10/7/2022,pH,7.48
662,10/8/2022,pH,7.48
663,10/9/2022,pH,7.51
664,10/10/2022,pH,7.46
665,10/11/2022,pH,7.5
666,10/12/2022,pH,7.45
667,10/13/2022,pH,7.5
668,10/14/2022,pH,7.47
669,10/15/2022,pH,7.51
670,10/16/2022,pH,7.51
671,10/17/2022,pH,7.55
672,10/18/2022,pH,7.54
673,10/19/2022,pH,7.55
674,10/20/2022,pH,7.53
675,10/21/2022,pH,7.53
676,10/22/2022,pH,7.56
677,10/23/2022,pH,7.56
678,10/24/2022,pH,7.53
679,10/25/2022,pH,7.58
680,10/26/2022,pH,7.57
681,10/27/2022,pH,7.51
682,10/28/2022,pH,7.53
683,10/29/2022,pH,7.51
684,10/30/2022,pH,7.59
685,10/31/2022,pH,7.59
686,11/1/2022,pH,7.59
687,11/2/2022,pH,7.6
688,11/3/2022,pH,7.59
689,11/4/2022,pH,7.59
690,11/5/2022,pH,7.6
691,11/6/2022,pH,7.59
692,11/7/2022,pH,7.59
693,11/8/2022,pH,7.59
694,11/9/2022,pH,7.59
695,11/10/2022,pH,7.59
696,11/11/2022,pH,7.6
697,11/12/2022,pH,7.6
698,11/13/2022,pH,7.59
699,11/14/2022,pH,7.6
700,11/15/2022,pH,7.6
701,11/16/2022,pH,7.67
702,11/17/2022,pH,7.63
703,11/18/2022,pH,7.68
704,11/19/2022,pH,7.66
705,11/20/2022,pH,7.63
706,11/21/2022,pH,7.62
707,11/22/2022,pH,7.66
708,11/23/2022,pH,7.63
709,11/24/2022,pH,7.64
710,11/25/2022,pH,7.69
711,11/26/2022,pH,7.61
712,11/27/2022,pH,7.63
713,11/28/2022,pH,7.62
714,11/29/2022,pH,7.62
715,11/30/2022,pH,7.69
716,12/1/2022,pH,7.7
717,12/2/2022,pH,7.71
718,12/3/2022,pH,7.7
719,12/4/2022,pH,7.74
720,12/5/2022,pH,7.74
721,12/6/2022,pH,7.74
722,12/7/2022,pH,7.7
723,12/8/2022,pH,7.7
724,12/9/2022,pH,7.72
725,12/10/2022,pH,7.71
726,12/11/2022,pH,7.72
727,12/12/2022,pH,7.74
728,12/13/2022,pH,7.72
729,12/14/2022,pH,7.72
730,12/15/2021,EC,1748.0
731,12/16/2021,EC,1765.0
732,12/17/2021,EC,1769.0
733,12/18/2021,EC,1776.0
734,12/19/2021,EC,1822.0
735,12/20/2021,EC,1830.0
736,12/21/2021,EC,1830.0
737,12/22/2021,EC,1748.0
738,12/23/2021,EC,1818.0
739,12/24/2021,EC,1793.0
740,12/25/2021,EC,1819.0
741,12/26/2021,EC,1798.0
742,12/27/2021,EC,1792.0
743,12/28/2021,EC,1803.0
744,12/29/2021,EC,1792.0
745,12/30/2021,EC,1832.0
746,12/31/2021,EC,1923.0
747,1/1/2022,EC,1957.0
748,1/2/2022,EC,1954.0
749,1/3/2022,EC,1990.0
750,1/4/2022,EC,1951.0
751,1/5/2022,EC,1887.0
752,1/6/2022,EC,2009.0
753,1/7/2022,EC,1871.0
754,1/8/2022,EC,1953.0
755,1/9/2022,EC,1986.0
756,1/10/2022,EC,1904.0
757,1/11/2022,EC,2004.0
758,1/12/2022,EC,1839.0
759,1/13/2022,EC,2027.0
760,1/14/2022,EC,1900.0
761,1/15/2022,EC,2049.0
762,1/16/2022,EC,2079.0
763,1/17/2022,EC,2075.0
764,1/18/2022,EC,2066.0
765,1/19/2022,EC,2087.0
766,1/20/2022,EC,2099.0
767,1/21/2022,EC,2103.0
768,1/22/2022,EC,2074.0
769,1/23/2022,EC,2093.0
770,1/24/2022,EC,2057.0
771,1/25/2022,EC,2068.0
772,1/26/2022,EC,2098.0
773,1/27/2022,EC,2067.0
774,1/28/2022,EC,2068.0
775,1/29/2022,EC,2079.0
776,1/30/2022,EC,2105.0
777,1/31/2022,EC,2089.0
778,2/1/2022,EC,1891.0
779,2/2/2022,EC,1904.0
780,2/3/2022,EC,1890.0
781,2/4/2022,EC,2030.0
782,2/5/2022,EC,1946.0
783,2/6/2022,EC,1906.0
784,2/7/2022,EC,2007.0
785,2/8/2022,EC,2024.0
786,2/9/2022,EC,1885.0
787,2/10/2022,EC,2083.0
788,2/11/2022,EC,1920.0
789,2/12/2022,EC,1897.0
790,2/13/2022,EC,1981.0
791,2/14/2022,EC,1914.0
792,2/15/2022,EC,1855.0
793,2/16/2022,EC,1849.0
794,2/17/2022,EC,1811.0
795,2/18/2022,EC,1844.0
796,2/19/2022,EC,1834.0
797,2/20/2022,EC,1834.0
798,2/21/2022,EC,1852.0
799,2/22/2022,EC,1845.0
800,2/23/2022,EC,1840.0
801,2/24/2022,EC,1836.0
802,2/25/2022,EC,1833.0
803,2/26/2022,EC,1843.0
804,2/27/2022,EC,1814.0
805,2/28/2022,EC,1809.0
806,3/1/2022,EC,1805.0
807,3/2/2022,EC,1797.0
808,3/3/2022,EC,1800.0
809,3/4/2022,EC,1805.0
810,3/5/2022,EC,1800.0
811,3/6/2022,EC,1804.0
812,3/7/2022,EC,1800.0
813,3/8/2022,EC,1807.0
814,3/9/2022,EC,1799.0
815,3/10/2022,EC,1797.0
816,3/11/2022,EC,1802.0
817,3/12/2022,EC,1807.0
818,3/13/2022,EC,1797.0
819,3/14/2022,EC,1808.0
820,3/15/2022,EC,1796.0
821,3/16/2022,EC,1798.0
