Date,Param,Values
83,3/8/2022,Temperature,23.48
84,3/9/2022,Temperature,23.2
85,3/10/2022,Temperature,24.34
86,3/11/2022,Temperature,24.14
87,3/12/2022,Temperature,23.36
88,3/13/2022,Temperature,23.48
89,3/14/2022,Temperature,21.81
90,3/15/2022,Temperature,24.7
91,3/16/2022,Temperature,25.85
92,3/17/2022,Temperature,26.83
93,3/18/2022,Temperature,24.89
94,3/19/2022,Temperature,24.84
95,3/20/2022,Temperature,25.27
96,3/21/2022,Temperature,25.57
97,3/22/2022,Temperature,26.63
98,3/23/2022,Temperature,26.43
99,3/24/2022,Temperature,25.02
100,3/25/2022,Temperature,24.74
101,3/26/2022,Temperature,26.42
102,3/27/2022,Temperature,25.77
103,3/28/2022,Temperature,26.16
104,3/29/2022,Temperature,26.58
105,3/30/2022,Temperature,26.9
106,3/31/2022,Temperature,29.35
107,4/1/2022,Temperature,29.44
108,4/2/2022,Temperature,27.71
109,4/3/2022,Temperature,28.94
110,4/4/2022,Temperature,28.58
111,4/5/2022,Temperature,26.91
112,4/6/2022,Temperature,27.43
113,4/7/2022,Temperature,27.03
114,4/8/2022,Temperature,27.45
115,4/9/2022,Temperature,28.45
116,4/10/2022,Temperature,27.27
117,4/11/2022,Temperature,27.26
118,4/12/2022,Temperature,28.88
119,4/13/2022,Temperature,28.19
120,4/14/2022,Temperature,28.2
121,4/15/2022,Temperature,29.7
122,4/16/2022,Temperature,30.98
123,4/17/2022,Temperature,31.19
124,4/18/2022,Temperature,29.7
125,4/19/2022,Temperature,30.02
126,4/20/2022,Temperature,30.5
127,4/21/2022,Temperature,30.04
128,4/22/2022,Temperature,30.3
129,4/23/2022,Temperature,29.77
130,4/24/2022,Temperature,30.62
131,4/25/2022,Temperature,30.39
132,4/26/2022,Temperature,29.86
133,4/27/2022,Temperature,30.67
134,4/28/2022,Temperature,30.83
135,4/29/2022,Temperature,30.84
136,4/30/2022,Temperature,31.3
137,5/1/2022,Temperature,32.11
138,5/2/2022,Temperature,31.95
139,5/3/2022,Temperature,32.54
140,5/4/2022,Temperature,31.88
141,5/5/2022,Temperature,32.55
142,5/6/2022,Temperature,31.6
143,5/7/2022,Temperature,31.92
144,5/8/2022,Temperature,31.58
145,5/9/2022,Temperature,31.61
146,5/10/2022,Temperature,32.0
147,5/11/2022,Temperature,32.54
148,5/12/2022,Temperature,32.31
149,5/13/2022,Temperature,31.63
150,5/14/2022,Temperature,32.66
151,5/15/2022,Temperature,32.8
152,5/16/2022,Temperature,32.64
153,5/17/2022,Temperature,32.51
154,5/18/2022,Temperature,32.66
155,5/19/2022,Temperature,32.23
156,5/20/2022,Temperature,32.45
157,5/21/2022,Temperature,32.3
158,5/22/2022,Temperature,32.46
159,5/23/2022,Temperature,32.68
160,5/24/2022,Temperature,32.66
161,5/25/2022,Temperature,32.5
162,5/26/2022,Temperature,32.21
163,5/27/2022,Temperature,32.15
164,5/28/2022,Temperature,32.37
165,5/29/2022,Temperature,32.65
166,5/30/2022,Temperature,32.1
167,5/31/2022,Temperature,30.69
168,6/1/2022,Temperature,31.55
169,6/2/2022,Temperature,30.4
170,6/3/2022,Temperature,32.05
171,6/4/2022,Temperature,31.13
172,6/5/2022,Temperature,31.1
173,6/6/2022,Temperature,31.33
174,6/7/2022,Temperature,30.76
175,6/8/2022,Temperature,31.34
176,6/9/2022,Temperature,31.13
177,6/10/2022,Temperature,30.25
178,6/11/2022,Temperature,31.83
179,6/12/2022,Temperature,31.7
180,6/13/2022,Temperature,31.13
181,6/14/2022,Temperature,31.71
182,6/15/2022,Temperature,30.1
183,6/16/2022,Temperature,29.32
184,6/17/2022,Temperature,29.19
185,6/18/2022,Temperature,28.97
186,6/19/2022,Temperature,28.18
187,6/20/2022,Temperature,29.84
188,6/21/2022,Temperature,29.57
189,6/22/2022,Temperature,28.96
190,6/23/2022,Temperature,28.75
191,6/24/2022,Temperature,28.24
192,6/25/2022,Temperature,28.34
193,6/26/2022,Temperature,28.46
194,6/27/2022,Temperature,29.43
195,6/28/2022,Temperature,28.33
196,6/29/2022,Temperature,29.83
197,6/30/2022,Temperature,28.1
198,7/1/2022,Temperature,27.92
199,7/2/2022,Temperature,27.96
200,7/3/2022,Temperature,28.03
201,7/4/2022,Temperature,28.07
202,7/5/2022,Temperature,27.93
203,7/6/2022,Temperature,27.94
204,7/7/2022,Temperature,28.09
205,7/8/2022,Temperature,28.01
206,7/9/2022,Temperature,27.93
207,7/10/2022,Temperature,27.99
208,7/11/2022,Temperature,28.0
209,7/12/2022,Temperature,27.92
210,7/13/2022,Temperature,28.0
211,7/14/2022,Temperature,28.05
212,7/15/2022,Temperature,27.9
213,7/16/2022,Temperature,27.77
214,7/17/2022,Temperature,27.17
215,7/18/2022,Temperature,27.84
216,7/19/2022,Temperature,27.69
217,7/20/2022,Temperature,27.26
218,7/21/2022,Temperature,27.75
219,7/22/2022,Temperature,27.39
220,7/23/2022,Temperature,27.57
221,7/24/2022,Temperature,27.6
222,7/25/2022,Temperature,27.84
223,7/26/2022,Temperature,27.26
224,7/27/2022,Temperature,27.3
225,7/28/2022,Temperature,27.64
226,7/29/2022,Temperature,27.64
227,7/30/2022,Temperature,27.1
228,7/31/2022,Temperature,27.06
229,8/1/2022,Temperature,27.09
230,8/2/2022,Temperature,26.93
231,8/3/2022,Temperature,26.36
232,8/4/2022,Temperature,26.83
233,8/5/2022,Temperature,26.96
234,8/6/2022,Temperature,26.81
235,8/7/2022,Temperature,27.04
236,8/8/2022,Temperature,26.4
237,8/9/2022,Temperature,26.36
238,8/10/2022,Temperature,27.0
239,8/11/2022,Temperature,26.76
240,8/12/2022,Temperature,27.05
241,8/13/2022,Temperature,26.79
242,8/14/2022,Temperature,26.71
243,8/15/2022,Temperature,26.2
244,8/16/2022,Temperature,27.06
245,8/17/2022,Temperature,27.09
246,8/18/2022,Temperature,26.93
247,8/19/2022,Temperature,26.36
248,8/20/2022,Temperature,26.83
249,8/21/2022,Temperature,26.96
250,8/22/2022,Temperature,26.81
251,8/23/2022,Temperature,27.04
252,8/24/2022,Temperature,26.4
253,8/25/2022,Temperature,26.36
254,8/26/2022,Temperature,27.0
255,8/27/2022,Temperature,26.76
256,8/28/2022,Temperature,27.05
257,8/29/2022,Temperature,26.79
258,8/30/2022,Temperature,26.1
259,8/31/2022,Temperature,25.95
260,9/1/2022,Temperature,25.2
261,9/2/2022,Temperature,25.51
262,9/3/2022,Temperature,25.81
263,9/4/2022,Temperature,25.07
264,9/5/2022,Temperature,25.24
265,9/6/2022,Temperature,25.06
266,9/7/2022,Temperature,25.66
267,9/8/2022,Temperature,25.88
268,9/9/2022,Temperature,25.24
269,9/10/2022,Temperature,25.52
270,9/11/2022,Temperature,25.47
271,9/12/2022,Temperature,25.38
272,9/13/2022,Temperature,25.04
273,9/14/2022,Temperature,25.17
274,9/15/2022,Temperature,25.0
275,9/16/2022,Temperature,24.96
276,9/17/2022,Temperature,24.63
277,9/18/2022,Temperature,24.94
278,9/19/2022,Temperature,24.83
279,9/20/2022,Temperature,24.83
280,9/21/2022,Temperature,24.97
281,9/22/2022,Temperature,24.62
282,9/23/2022,Temperature,24.61
283,9/24/2022,Temperature,24.82
284,9/25/2022,Temperature,24.99
285,9/26/2022,Temperature,24.74
286,9/27/2022,Temperature,24.87
287,9/28/2022,Temperature,24.64
288,9/29/2022,Temperature,25.0
289,9/30/2022,Temperature,24.5
290,10/1/2022,Temperature,23.54
291,10/2/2022,Temperature,24.41
292,10/3/2022,Temperature,23.15
293,10/4/2022,Temperature,23.44
294,10/5/2022,Temperature,23.2
295,10/6/2022,Temperature,24.13
296,10/7/2022,Temperature,23.83
297,10/8/2022,Temperature,23.76
298,10/9/2022,Temperature,23.82
299,10/10/2022,Temperature,24.32
300,10/11/2022,Temperature,23.8
301,10/12/2022,Temperature,24.25
302,10/13/2022,Temperature,24.41
303,10/14/2022,Temperature,23.97
304,10/15/2022,Temperature,23.1
305,10/16/2022,Temperature,22.95
306,10/17/2022,Temperature,22.65
307,10/18/2022,Temperature,22.68
308,10/19/2022,Temperature,23.04
309,10/20/2022,Temperature,22.99
310,10/21/2022,Temperature,22.69
311,10/22/2022,Temperature,23.07
312,10/23/2022,Temperature,22.94
313,10/24/2022,Temperature,22.6
314,10/25/2022,Temperature,22.68
315,10/26/2022,Temperature,23.0
316,10/27/2022,Temperature,22.86
317,10/28/2022,Temperature,22.65
318,10/29/2022,Temperature,22.83
319,10/30/2022,Temperature,22.6
320,10/31/2022,Temperature,22.04
321,11/1/2022,Temperature,22.11
322,11/2/2022,Temperature,22.08
323,11/3/2022,Temperature,22.26
324,11/4/2022,Temperature,22.41
325,11/5/2022,Temperature,22.28
326,11/6/2022,Temperature,22.11
327,11/7/2022,Temperature,22.41
328,11/8/2022,Temperature,22.07
329,11/9/2022,Temperature,22.46
330,11/10/2022,Temperature,22.19
331,11/11/2022,Temperature,22.4
332,11/12/2022,Temperature,22.43
333,11/13/2022,Temperature,22.1
334,11/14/2022,Temperature,22.22
335,11/15/2022,Temperature,22.0
336,11/16/2022,Temperature,21.98
337,11/17/2022,Temperature,21.89
338,11/18/2022,Temperature,21.98
339,11/19/2022,Temperature,21.92
340,11/20/2022,Temperature,21.84
341,11/21/2022,Temperature,21.95
342,11/22/2022,Temperature,21.86
343,11/23/2022,Temperature,21.9
344,11/24/2022,Temperature,21.87
345,11/25/2022,Temperature,21.83
346,11/26/2022,Temperature,21.84
347,11/27/2022,Temperature,21.86
348,11/28/2022,Temperature,21.91
349,11/29/2022,Temperature,21.82
350,11/30/2022,Temperature,21.8
351,12/1/2022,Temperature,21.67
352,12/2/2022,Temperature,21.62
353,12/3/2022,Temperature,21.58
354,12/4/2022,Temperature,21.55
355,12/5/2022,Temperature,21.55
356,12/6/2022,Temperature,21.55
357,12/7/2022,Temperature,21.7
358,12/8/2022,Temperature,21.55
359,12/9/2022,Temperature,21.53
360,12/10/2022,Temperature,21.58
361,12/11/2022,Temperature,21.79
362,12/12/2022,Temperature,21.79
363,12/13/2022,Temperature,21.57
364,12/14/2022,Temperature,21.75
365,12/15/2021,pH,8.48
366,12/16/2021,pH,8.44
367,12/17/2021,pH,8.45
368,12/18/2021,pH,8.36
369,12/19/2021,pH,8.48
370,12/20/2021,pH,8.44
371,12/21/2021,pH,8.41
372,12/22/2021,pH,8.38
373,12/23/2021,pH,8.47
374,12/24/2021,pH,8.41
375,12/25/2021,pH,8.45
376,12/26/2021,pH,8.45
377,12/27/2021,pH,8.47
378,12/28/2021,pH,8.36
379,12/29/2021,pH,8.48
380,12/30/2021,pH,8.35
381,12/31/2021,pH,8.39
382,1/1/2022,pH,8.37
383,1/2/2022,pH,8.38
384,1/3/2022,pH,8.36
385,1/4/2022,pH,8.39
386,1/5/2022,pH,8.39
387,1/6/2022,pH,8.38
388,1/7/2022,pH,8.36
389,1/8/2022,pH,8.36
390,1/9/2022,pH,8.39
391,1/10/2022,pH,8.39
392,1/11/2022,pH,8.39
393,1/12/2022,pH,8.37
394,1/13/2022,pH,8.37
395,1/14/2022,pH,8.39
396,1/15/2022,pH,8.4
397,1/16/2022,pH,8.42
398,1/17/2022,pH,8.4
399,1/18/2022,pH,8.41
400,1/19/2022,pH,8.41
401,1/20/2022,pH,8.42
402,1/21/2022,pH,8.42
403,1/22/2022,pH,8.41
404,1/23/2022,pH,8.42
405,1/24/2022,pH,8.4
406,1/25/2022,pH,8.42
407,1/26/2022,pH,8.41
408,1/27/2022,pH,8.42
409,1/28/2022,pH,8.41
410,1/29/2022,pH,8.42
411,1/30/2022,pH,8.43
412,1/31/2022,pH,8.46
413,2/1/2022,pH,8.45
414,2/2/2022,pH,8.47
415,2/3/2022,pH,8.46
416,2/4/2022,pH,8.46
417,2/5/2022,pH,8.46
418,2/6/2022,pH,8.46
419,2/7/2022,pH,8.45
420,2/8/2022,pH,8.49
421,2/9/2022,pH,8.44
422,2/10/2022,pH,8.46
423,2/11/2022,pH,8.43
424,2/12/2022,pH,8.46
425,2/13/2022,pH,8.45
426,2/14/2022,pH,8.46
427,2/15/2022,pH,8.49
428,2/16/2022,pH,8.52
429,2/17/2022,pH,8.5
430,2/18/2022,pH,8.52
431,2/19/2022,pH,8.51
432,2/20/2022,pH,8.54
433,2/21/2022,pH,8.5
434,2/22/2022,pH,8.51
435,2/23/2022,pH,8.52
436,2/24/2022,pH,8.5
437,2/25/2022,pH,8.53
438,2/26/2022,pH,8.56
439,2/27/2022,pH,8.51
440,2/28/2022,pH,8.56
441,3/1/2022,pH,8.27
442,3/2/2022,pH,8.53
443,3/3/2022,pH,8.5
444,3/4/2022,pH,8.27
445,3/5/2022,pH,8.43
446,3/6/2022,pH,8.18
447,3/7/2022,pH,8.31
448,3/8/2022,pH,8.52
449,3/9/2022,pH,8.4
450,3/10/2022,pH,8.46
451,3/11/2022,pH,8.24
452,3/12/2022,pH,8.28
453,3/13/2022,pH,8.34
454,3/14/2022,pH,8.34
455,3/15/2022,pH,8.17
456,3/16/2022,pH,8.0
457,3/17/2022,pH,7.87
458,3/18/2022,pH,7.94
459,3/19/2022,pH,8.04
460,3/20/2022,pH,8.14
461,3/21/2022,pH,8.15
462,3/22/2022,pH,8.11
463,3/23/2022,pH,8.12
464,3/24/2022,pH,8.09
465,3/25/2022,pH,8.17
466,3/26/2022,pH,7.92
467,3/27/2022,pH,8.0
468,3/28/2022,pH,7.85
469,3/29/2022,pH,7.97
470,3/30/2022,pH,7.83
471,3/31/2022,pH,7.48
472,4/1/2022,pH,7.61
473,4/2/2022,pH,7.78
474,4/3/2022,pH,7.35
475,4/4/2022,pH,7.35
476,4/5/2022,pH,7.79
477,4/6/2022,pH,7.45
478,4/7/2022,pH,7.68
479,4/8/2022,pH,7.59
480,4/9/2022,pH,7.78
481,4/10/2022,pH,7.75
482,4/11/2022,pH,7.48
483,4/12/2022,pH,7.55
484,4/13/2022,pH,7.46
485,4/14/2022,pH,7.68
486,4/15/2022,pH,7.35
487,4/16/2022,pH,7.25
488,4/17/2022,pH,6.75
489,4/18/2022,pH,7.01
490,4/19/2022,pH,6.92
491,4/20/2022,pH,6.59
492,4/21/2022,pH,7.27
493,4/22/2022,pH,6.93
494,4/23/2022,pH,6.33
495,4/24/2022,pH,6.97
496,4/25/2022,pH,7.29
497,4/26/2022,pH,6.54
498,4/27/2022,pH,7.18
499,4/28/2022,pH,7.17
500,4/29/2022,pH,6.61
501,4/30/2022,pH,6.29
502,5/1/2022,pH,6.25
503,5/2/2022,pH,6.22
504,5/3/2022,pH,6.22
505,5/4/2022,pH,6.28
506,5/5/2022,pH,6.29
507,5/6/2022,pH,6.2
508,5/7/2022,pH,6.22
509,5/8/2022,pH,6.22
510,5/9/2022,pH,6.2
511,5/10/2022,pH,6.2
512,5/11/2022,pH,6.21
513,5/12/2022,pH,6.23
514,5/13/2022,pH,6.26
515,5/14/2022,pH,6.26
516,5/15/2022,pH,6.18
517,5/16/2022,pH,6.14
518,5/17/2022,pH,6.12
519,5/18/2022,pH,6.12
520,5/19/2022,pH,6.13
521,5/20/2022,pH,6.12
522,5/21/2022,pH,6.17
523,5/22/2022,pH,6.14
524,5/23/2022,pH,6.11
525,5/24/2022,pH,6.17
526,5/25/2022,pH,6.18
527,5/26/2022,pH,6.13
528,5/27/2022,pH,6.16
529,5/28/2022,pH,6.13
530,5/29/2022,pH,6.16
531,5/30/2022,pH,6.11
532,5/31/2022,pH,6.17
533,6/1/2022,pH,6.17
534,6/2/2022,pH,6.18
535,6/3/2022,pH,6.18
536,6/4/2022,pH,6.18
537,6/5/2022,pH,6.15
538,6/6/2022,pH,6.13
539,6/7/2022,pH,6.17
540,6/8/2022,pH,6.14
541,6/9/2022,pH,6.12
542,6/10/2022,pH,6.13
543,6/11/2022,pH,6.14
544,6/12/2022,pH,6.12
545,6/13/2022,pH,6.18
546,6/14/2022,pH,6.15
547,6/15/2022,pH,6.19
548,6/16/2022,pH,6.47
549,6/17/2022,pH,6.6
550,6/18/2022,pH,6.21
551,6/19/2022,pH,6.26
552,6/20/2022,pH,6.46
553,6/21/2022,pH,6.55
554,6/22/2022,pH,6.34
555,6/23/2022,pH,6.38
556,6/24/2022,pH,6.49
557,6/25/2022,pH,6.44
558,6/26/2022,pH,6.63
559,6/27/2022,pH,6.64
560,6/28/2022,pH,6.71
561,6/29/2022,pH,6.31
562,6/30/2022,pH,6.76
563,7/1/2022,pH,6.85
564,7/2/2022,pH,7.01
565,7/3/2022,pH,6.87
566,7/4/2022,pH,6.99
567,7/5/2022,pH,6.78
568,7/6/2022,pH,6.98
569,7/7/2022,pH,6.84
570,7/8/2022,pH,6.98
571,7/9/2022,pH,6.89
572,7/10/2022,pH,6.8
573,7/11/2022,pH,6.84
574,7/12/2022,pH,6.8
575,7/13/2022,pH,7.01
576,7/14/2022,pH,7.05
577,7/15/2022,pH,7.14
578,7/16/2022,pH,7.26
579,7/17/2022,pH,7.19
580,7/18/2022,pH,7.19
581,7/19/2022,pH,7.15
582,7/20/2022,pH,7.15
583,7/21/2022,pH,7.25
584,7/22/2022,pH,7.16
585,7/23/2022,pH,7.26
586,7/24/2022,pH,7.17
587,7/25/2022,pH,7.23
588,7/26/2022,pH,7.22
589,7/27/2022,pH,7.21
590,7/28/2022,pH,7.22
591,7/29/2022,pH,7.26
592,7/30/2022,pH,7.26
593,7/31/2022,pH,7.12
594,8/1/2022,pH,7.2
595,8/2/2022,pH,7.21
596,8/3/2022,pH,7.2
597,8/4/2022,pH,7.24
598,8/5/2022,pH,7.12
599,8/6/2022,pH,7.21
600,8/7/2022,pH,7.22
601,8/8/2022,pH,7.15
602,8/9/2022,pH,7.24
603,8/10/2022,pH,7.19
604,8/11/2022,pH,7.11
605,8/12/2022,pH,7.21
606,8/13/2022,pH,7.14
607,8/14/2022,pH,7.13
608,8/15/2022,pH,7.1
609,8/16/2022,pH,7.12
610,8/17/2022,pH,7.2
611,8/18/2022,pH,7.21
612,8/19/2022,pH,7.2
613,8/20/2022,pH,7.24
614,8/21/2022,pH,7.12
615,8/22/2022,pH,7.21
616,8/23/2022,pH,7.22
617,8/24/2022,pH,7.15
618,8/25/2022,pH,7.24
619,8/26/2022,pH,7.19
620,8/27/2022,pH,7.11
621,8/28/2022,pH,7.21
622,8/29/2022,pH,7.14
623,8/30/2022,pH,7.14
624,8/31/2022,pH,7.18
625,9/1/2022,pH,7.17
626,9/2/2022,pH,7.24
627,9/3/2022,pH,7.24
628,9/4/2022,pH,7.17
629,9/5/2022,pH,7.17
630,9/6/2022,pH,7.15
631,9/7/2022,pH,7.15
632,9/8/2022,pH,7.22
633,9/9/2022,pH,7.21
634,9/10/2022,pH,7.21
635,9/11/2022,pH,7.18
636,9/12/2022,pH,7.23
637,9/13/2022,pH,7.15
638,9/14/2022,pH,7.19
639,9/15/2022,pH,7.25
640,9/16/2022,pH,7.34
641,9/17/2022,pH,7.38
642,9/18/2022,pH,7.26
643,9/19/2022,pH,7.38
644,9/20/2022,pH,7.35
645,9/21/2022,pH,7.28
646,9/22/2022,pH,7.37
647,9/23/2022,pH,7.25
648,9/24/2022,pH,7.26
649,9/25/2022,pH,7.33
650,9/26/2022,pH,7.32
651,9/27/2022,pH,7.37
652,9/28/2022,pH,7.35
653,9/29/2022,pH,7.27
654,9/30/2022,pH,7.39
655,10/1/2022,pH,7.4
656,10/2/2022,pH,7.5
657,10/3/2022,pH,7.45
658,10/4/2022,pH,7.46
659,10/5/2022,pH,7.41
660,10/6/2022,pH,7.4
661,10/7/2022,pH,7.42
662,10/8/2022,pH,7.5
663,10/9/2022,pH,7.43
664,10/10/2022,pH,7.43
665,10/11/2022,pH,7.51
666,10/12/2022,pH,7.4
667,10/13/2022,pH,7.46
668,10/14/2022,pH,7.41
669,10/15/2022,pH,7.51
670,10/16/2022,pH,7.52
671,10/17/2022,pH,7.55
672,10/18/2022,pH,7.53
673,10/19/2022,pH,7.54
674,10/20/2022,pH,7.54
675,10/21/2022,pH,7.52
676,10/22/2022,pH,7.51
677,10/23/2022,pH,7.51
678,10/24/2022,pH,7.53
679,10/25/2022,pH,7.52
680,10/26/2022,pH,7.52
681,10/27/2022,pH,7.52
682,10/28/2022,pH,7.54
683,10/29/2022,pH,7.51
684,10/30/2022,pH,7.55
685,10/31/2022,pH,7.56
686,11/1/2022,pH,7.55
687,11/2/2022,pH,7.55
688,11/3/2022,pH,7.55
689,11/4/2022,pH,7.56
690,11/5/2022,pH,7.56
691,11/6/2022,pH,7.56
692,11/7/2022,pH,7.56
693,11/8/2022,pH,7.55
694,11/9/2022,pH,7.56
695,11/10/2022,pH,7.55
696,11/11/2022,pH,7.55
697,11/12/2022,pH,7.55
698,11/13/2022,pH,7.56
699,11/14/2022,pH,7.55
700,11/15/2022,pH,7.56
701,11/16/2022,pH,7.83
702,11/17/2022,pH,7.85
703,11/18/2022,pH,8.01
704,11/19/2022,pH,7.93
705,11/20/2022,pH,7.89
706,11/21/2022,pH,8.0
707,11/22/2022,pH,7.97
708,11/23/2022,pH,7.8
709,11/24/2022,pH,7.57
710,11/25/2022,pH,8.11
711,11/26/2022,pH,7.97
712,11/27/2022,pH,7.9
713,11/28/2022,pH,7.68
714,11/29/2022,pH,7.93
715,11/30/2022,pH,8.11
716,12/1/2022,pH,8.12
717,12/2/2022,pH,8.12
718,12/3/2022,pH,8.13
719,12/4/2022,pH,8.14
720,12/5/2022,pH,8.14
721,12/6/2022,pH,8.13
722,12/7/2022,pH,8.12
723,12/8/2022,pH,8.12
724,12/9/2022,pH,8.12
725,12/10/2022,pH,8.15
726,12/11/2022,pH,8.15
727,12/12/2022,pH,8.14
728,12/13/2022,pH,8.14
729,12/14/2022,pH,8.12
730,12/15/2021,EC,1695.0
731,12/16/2021,EC,1773.0
732,12/17/2021,EC,1737.0
733,12/18/2021,EC,1743.0
734,12/19/2021,EC,1787.0
735,12/20/2021,EC,1768.0
736,12/21/2021,EC,1733.0
737,12/22/2021,EC,1770.0
738,12/23/2021,EC,1737.0
739,12/24/2021,EC,1752.0
740,12/25/2021,EC,1766.0
741,12/26/2021,EC,1781.0
742,12/27/2021,EC,1711.0
743,12/28/2021,EC,1735.0
744,12/29/2021,EC,1769.0
745,12/30/2021,EC,1789.0
746,12/31/2021,EC,1866.0
747,1/1/2022,EC,1791.0
748,1/2/2022,EC,1790.0
749,1/3/2022,EC,1913.0
750,1/4/2022,EC,1812.0
751,1/5/2022,EC,1845.0
752,1/6/2022,EC,1832.0
753,1/7/2022,EC,1920.0
754,1/8/2022,EC,1797.0
755,1/9/2022,EC,1812.0
756,1/10/2022,EC,1807.0
757,1/11/2022,EC,1873.0
758,1/12/2022,EC,1889.0
759,1/13/2022,EC,1820.0
760,1/14/2022,EC,1850.0
761,1/15/2022,EC,1921.0
762,1/16/2022,EC,1970.0
763,1/17/2022,EC,1964.0
764,1/18/2022,EC,1928.0
765,1/19/2022,EC,1959.0
766,1/20/2022,EC,1989.0
767,1/21/2022,EC,2015.0
768,1/22/2022,EC,1983.0
769,1/23/2022,EC,1923.0
770,1/24/2022,EC,1976.0
771,1/25/2022,EC,1938.0
772,1/26/2022,EC,1986.0
773,1/27/2022,EC,1958.0
774,1/28/2022,EC,1955.0
775,1/29/2022,EC,1935.0
776,1/30/2022,EC,2019.0
777,1/31/2022,EC,1948.0
778,2/1/2022,EC,2005.0
779,2/2/2022,EC,1954.0
780,2/3/2022,EC,1872.0
781,2/4/2022,EC,1823.0
782,2/5/2022,EC,2005.0
783,2/6/2022,EC,1849.0
784,2/7/2022,EC,1930.0
785,2/8/2022,EC,1981.0
786,2/9/2022,EC,1975.0
787,2/10/2022,EC,1956.0
788,2/11/2022,EC,1876.0
789,2/12/2022,EC,1999.0
790,2/13/2022,EC,1930.0
791,2/14/2022,EC,1961.0
792,2/15/2022,EC,1795.0
793,2/16/2022,EC,1788.0
794,2/17/2022,EC,1760.0
795,2/18/2022,EC,1765.0
796,2/19/2022,EC,1779.0
797,2/20/2022,EC,1766.0
798,2/21/2022,EC,1768.0
799,2/22/2022,EC,1766.0
800,2/23/2022,EC,1777.0
801,2/24/2022,EC,1771.0
802,2/25/2022,EC,1780.0
803,2/26/2022,EC,1790.0
804,2/27/2022,EC,1771.0
805,2/28/2022,EC,1759.0
806,3/1/2022,EC,1750.0
807,3/2/2022,EC,1739.0
808,3/3/2022,EC,1736.0
809,3/4/2022,EC,1750.0
810,3/5/2022,EC,1742.0
811,3/6/2022,EC,1729.0
812,3/7/2022,EC,1737.0
813,3/8/2022,EC,1734.0
814,3/9/2022,EC,1734.0
815,3/10/2022,EC,1743.0
816,3/11/2022,EC,1728.0
817,3/12/2022,EC,1747.0
818,3/13/2022,EC,1740.0
819,3/14/2022,EC,1739.0
820,3/15/2022,EC,1726.0
821,3/16/2022,EC,1770.0
