Location,Model,R2,RMSE,MAE
S4,MA LSTM,0.9723239263768952,0.1541489730665612,0.0974071563759611
S4,DReg CNN,0.9733743869341672,0.1511952701757418,0.0957007758277986
S4,DReg RNN,0.9877206767492396,0.1026775774125571,0.0713071073095003
S4,DReg GRU,0.9823464999672616,0.123112970035474,0.0800902982552846
S4,DReg LSTM,0.9728349896982148,0.1527190923408982,0.0995720934785074
S4,MA DReg CNN,0.9721623511031536,0.1545982856529808,0.0970171873230073
S4,MA DReg RNN,0.9805986321254654,0.1290638370465207,0.1024196337929202
S4,MA DReg GRU,0.97376676426266,0.1500770651329443,0.1009747994691133
S4,MA DReg LSTM,0.9694869696461904,0.1618568439183337,0.1055726393022471
S4,HY CNN LSTM,0.9773932072934052,0.1393182059426077,0.094565368493398
S4,HY LSTM RNN GRU,0.979387597487396,0.1330309536916956,0.0882390694853125
S4,HY CNN RNN GRU,0.9789437525403312,0.1344555969396525,0.0865848579588863
S4,HY CNN GRU,0.9822793622860888,0.1233468521442461,0.0831620618307756
S4,HY RNN GRU,0.9858977094428296,0.110035602665471,0.0734721122475134
S4,HY RNN LSTM,0.9844988703409234,0.1153639377893859,0.0771479738441606
S4,MA HY CNN LSTM,0.973923784888674,0.1496272433189298,0.1004511793785625
S4,MA HY LSTM RNN GRU,0.9697875311674402,0.1610577044825285,0.1155279899678296
S4,MA HY CNN RNN GRU,0.935751789915049,0.2348653306663479,0.1650119037056962
S4,MA HY CNN GRU,0.9547021904377032,0.1972091212964017,0.1377128159161657
S4,MA HY RNN GRU,0.9641507201131976,0.1754399986643021,0.1338314546494641
S4,MA HY RNN LSTM,0.9576112461994888,0.1907715997652646,0.1454332556720409
